source_row_number,kebele_code,display_name,source_region_code,source_zone_code,source_woreda_code,matched_woreda_code,match_method,match_status,review_note
17595,ET070702888015,Gomarsha,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17596,ET070702888016,Tardele,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17597,ET070702888017,Algaye,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17598,ET070702888018,Gebale,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17599,ET070702888019,Haka,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17600,ET070702888020,Tare,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17601,ET070702888021,Dahole,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17602,ET070702888022,Kose,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17603,ET070702888023,Girashe,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17604,ET070702888024,Orgile,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17605,ET070702888025,Kira,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17606,ET070702888026,Hadhawa,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17607,ET070702888027,Bordo,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17608,ET070702888028,Mermer,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17609,ET070702888029,Toyisala,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17610,ET070702888030,Alishe,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17611,ET070702888031,Arkayo,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17612,ET070702888032,Harole,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17613,ET070702888033,Karfa Genet,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17614,ET070702888034,Moro Chebene,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17615,ET070702888035,Balko Hawassa,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17616,ET070702888036,Busa Karemo,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17617,ET070702888037,Busa Dubayisho,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17618,ET070702888038,Mosaye Kalkishe,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17619,ET070702888039,Choro,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17620,ET070702888040,Gendigama,ET08,707,70702,ET070702,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17621,ET070801888001,Tsemeha,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17622,ET070801888002,Kaba,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17623,ET070801888003,Kuntabe,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17624,ET070801888004,Bolle,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17625,ET070801888005,Dugulo,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17626,ET070801888006,Lokite,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17627,ET070801888007,Lokite Guma,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17628,ET070801888008,Dobase,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17629,ET070801888009,Oltima,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17630,ET070801888010,Dega Mashile,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17631,ET070801888011,Cheffe,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17632,ET070801888012,Delbena Gama,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17633,ET070801888013,Lakato,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17634,ET070801888014,Geregama,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17635,ET070801888015,Tanapa,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17636,ET070801888016,Turuba,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17637,ET070801888017,Gewada,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17638,ET070801888018,Eyana,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17639,ET070801888019,Karkarte,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17640,ET070801888020,Datane,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17641,ET070801888021,Deginti,ET08,ET0806,70801,ET070801,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17642,ET070901888001,Malgana Dugaya,ET08,ET0809,ET080904,ET080904,EXACT_WOREDA_CODE,MATCHED,
17643,ET070901888002,Sagen Gante,ET08,ET0809,ET080904,ET080904,EXACT_WOREDA_CODE,MATCHED,
17644,ET070901888003,Garecho,ET08,ET0809,ET080904,ET080904,EXACT_WOREDA_CODE,MATCHED,
17645,ET070901888004,Aylota Dokata,ET08,ET0809,ET080904,ET080904,EXACT_WOREDA_CODE,MATCHED,
17646,ET070901888005,Addis Geber,ET08,ET0809,ET080904,ET080904,EXACT_WOREDA_CODE,MATCHED,
17647,ET070901888006,Becho,ET08,ET0809,ET080904,ET080904,EXACT_WOREDA_CODE,MATCHED,
17648,ET070901888007,Berbersa,ET08,ET0809,ET080904,ET080904,EXACT_WOREDA_CODE,MATCHED,
17649,ET070901888008,Luletu,ET08,ET0809,ET080904,ET080904,EXACT_WOREDA_CODE,MATCHED,
17650,ET070902888001,Fuchucha,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17651,ET070902888002,Beayde,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17652,ET070902888003,Tishmale,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17653,ET070902888004,Gelabo,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17654,ET070902888005,Arfayde,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17655,ET070902888006,Lehayite,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17656,ET070902888007,Sorobo,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17657,ET070902888008,Dara,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17658,ET070902888009,Jarso,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17659,ET070902888010,Nala Segen,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17660,ET070902888011,Buso,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17661,ET070902888012,Machalo,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17662,ET070902888013,Gocha,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17663,ET070902888014,Abaroba,ET08,ET0809,ET080902,ET080902,EXACT_WOREDA_CODE,MATCHED,
17664,ET070903888001,Debana,ET08,ET0809,ET080901,ET080901,EXACT_WOREDA_CODE,MATCHED,
17665,ET070903888002,Mecheke,ET08,ET0809,ET080901,ET080901,EXACT_WOREDA_CODE,MATCHED,
17666,ET070903888003,Gaho,ET08,ET0809,ET080901,ET080901,EXACT_WOREDA_CODE,MATCHED,
17667,ET070903888004,Fasha,ET08,ET0809,ET080901,ET080901,EXACT_WOREDA_CODE,MATCHED,
17668,ET070903888005,Kemele,ET08,ET0809,ET080901,ET080901,EXACT_WOREDA_CODE,MATCHED,
17669,ET070903888006,Doha,ET08,ET0809,ET080901,ET080901,EXACT_WOREDA_CODE,MATCHED,
17670,ET070903888007,Gesergiyo,ET08,ET0809,ET080901,ET080901,EXACT_WOREDA_CODE,MATCHED,
17671,ET070903888008,Sawugame,ET08,ET0809,ET080901,ET080901,EXACT_WOREDA_CODE,MATCHED,
17672,ET070903888009,Gera,ET08,ET0809,ET080901,ET080901,EXACT_WOREDA_CODE,MATCHED,
17673,ET070903888010,Kashale,ET08,ET0809,ET080901,ET080901,EXACT_WOREDA_CODE,MATCHED,
17674,ET070904888001,Borkora,ET08,ET0809,ET080905,ET080905,EXACT_WOREDA_CODE,MATCHED,
17675,ET070904888002,Maderiyana Gizaba,ET08,ET0809,ET080905,ET080905,EXACT_WOREDA_CODE,MATCHED,
17676,ET070904888003,Gelgelona Kolmale,ET08,ET0809,ET080905,ET080905,EXACT_WOREDA_CODE,MATCHED,
17677,ET070904888004,Tebelana Kuchala,ET08,ET0809,ET080905,ET080905,EXACT_WOREDA_CODE,MATCHED,
17678,ET070904888005,Guygnara,ET08,ET0809,ET080905,ET080905,EXACT_WOREDA_CODE,MATCHED,
17679,ET071001888001,Gobeze,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17680,ET071001888002,Beneya,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17681,ET071001888003,Halame,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17682,ET071001888004,Nedele,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17683,ET071001888005,Harale,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17684,ET071001888006,Gera,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17685,ET071001888007,Ladishe,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17686,ET071001888008,Yebeno,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17687,ET071001888009,Werdeya Dinbacho,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17688,ET071001888010,Werdeya Gude,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17689,ET071001888011,Otomolo,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17690,ET071001888012,Tisho,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17691,ET071001888013,Mure,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17692,ET071001888014,Lemo,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17693,ET071001888015,Dalo,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17694,ET071001888016,Gemiyo,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17695,ET071001888017,Sego,ET08,ET0810,ET081001,ET081001,EXACT_WOREDA_CODE,MATCHED,
17696,ET071101888001,Yero,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17697,ET071101888002,Tifate,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17698,ET071101888003,Gumure,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17699,ET071101888004,Sharo,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17700,ET071101888005,Doribade,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17701,ET071101888006,Zokesa,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17702,ET071101888007,Gamole,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17703,ET071101888008,Ela,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17704,ET071101888009,Dalae,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17705,ET071101888010,Etete Hiylo,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17706,ET071101888011,Mareta,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17707,ET071101888012,Kele,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17708,ET071101888013,Jalo,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17709,ET071101888014,Kobo,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17710,ET071101888015,Golibe,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17711,ET071101888016,Aykure,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17712,ET071101888017,Gena,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17713,ET071101888018,Aysume,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17714,ET071101888019,Zargate,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17715,ET071101888020,Dano Bulto,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17716,ET071101888021,Kore,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17717,ET071101888022,Suluko,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17718,ET071101888023,Shafule,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17719,ET071101888024,Dyketa,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17720,ET071101888025,Workale,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17721,ET071101888026,Medayne,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17722,ET071101888027,Segen,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17723,ET071101888028,Alfacho,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17724,ET071101888029,Abulo,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17725,ET071101888030,Buniti,ET08,711,71101,ET071101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
17726,ET071201888001,deko,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17727,ET071201888002,kara soditi,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17728,ET071201888003,bele bukisa,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17729,ET071201888004,tumata chirecha,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17730,ET071201888005,hase haro geter,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17731,ET071201888006,kelecha,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17732,ET071201888007,wetiko,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17733,ET071201888008,tokicha,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17734,ET071201888009,sugale,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17735,ET071201888010,jemjemo,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17736,ET071201888011,mokonissa,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17737,ET071201888012,banko okote,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17738,ET071201888013,dodoro,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17739,ET071201888014,sokicha,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17740,ET071201888015,debota,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17741,ET071201888016,gelelcho,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17742,ET071201888017,halemo,ET08,ET0811,ET081101,ET081101,EXACT_WOREDA_CODE,MATCHED,
17743,ET071202888001,tuteti,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17744,ET071202888002,chaliba,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17745,ET071202888003,chito,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17746,ET071202888004,dumerso,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17747,ET071202888005,budukisa,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17748,ET071202888006,gerbota_2,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17749,ET071202888007,gerbota_1,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17750,ET071202888008,direto,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17751,ET071202888009,tulisse,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17752,ET071202888010,adame,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17753,ET071202888011,hafursa haranja,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17754,ET071202888012,oru betela,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17755,ET071202888013,arecha,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17756,ET071202888014,wegida,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17757,ET071202888015,ela tenecha,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
17758,ET071202888016,bowicha,ET08,ET0811,ET081102,ET081102,EXACT_WOREDA_CODE,MATCHED,
